sid,time,pm25,pm10,no2,co,o3,so2
018001,2014-05-17 03:00:00,66,140,28,0.611,102,39
018001,2014-05-17 04:00:00,63,157,24,0.565,95,39
018001,2014-05-17 05:00:00,81,132,23,0.578,87,37
018001,2014-05-17 06:00:00,87,152,29,0.667,78,37
018001,2014-05-17 07:00:00,88,165,38,0.789,57,41
018001,2014-05-17 08:00:00,104,174,47,0.984,44,50
018001,2014-05-17 09:00:00,102,317,41,0.938,55,77
018001,2014-05-17 10:00:00,82,203,45,0.782,81,61
018001,2014-05-17 11:00:00,90,182,44,0.744,119,60
018001,2014-05-17 12:00:00,85,205,37,0.837,178,66
018001,2014-05-17 13:00:00,60,158,22,0.525,197,73
018001,2014-05-17 14:00:00,67,145,18,0.375,202,75
018001,2014-05-17 15:00:00,56,102,17,0.284,204,78
018001,2014-05-17 16:00:00,77,88,17,0.254,200,77
018001,2014-05-17 17:00:00,,,27,0.342,203,81
018001,2014-05-17 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-17 19:00:00,50,119,35,0.197,163,82
018001,2014-05-17 20:00:00,59,124,34,0.24,141,79
018001,2014-05-17 21:00:00,77,210,74,0.292,90,79
018001,2014-05-17 22:00:00,60,120,47,0.3,104,82
018001,2014-05-17 23:00:00,97,191,81,0.403,60,94
018001,2014-05-18 00:00:00,68,209,104,0.379,36,104
018001,2014-05-18 01:00:00,90,289,122,0.364,17,109
018001,2014-05-18 02:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 05:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 10:00:00,,6,1,0.094,107,103
018001,2014-05-18 11:00:00,,6,5,1.1,116,192
018001,2014-05-18 12:00:00,119,165,51,1.023,149,196
018001,2014-05-18 13:00:00,,6,38,0.853,190,187
018001,2014-05-18 14:00:00,145,233,38,1.145,211,174
018001,2014-05-18 15:00:00,179,285,37,1.774,250,161
018001,2014-05-18 16:00:00,192,304,44,1.675,254,148
018001,2014-05-18 17:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
018001,2014-05-18 20:00:00,,6,2,0.214,184,115
018001,2014-05-18 21:00:00,93,208,50,0.737,158,143
018001,2014-05-18 22:00:00,91,178,55,0.598,161,132
018001,2014-05-18 23:00:00,108,202,55,0.609,143,119
018001,2014-05-19 00:00:00,135,202,62,0.612,131,109
018001,2014-05-19 01:00:00,109,192,52,0.516,131,102
