sid,time,pm25,pm10,no2,co,o3,so2
032001,2014-05-02 22:00:00,28,66,47,1.245,28,8
032001,2014-05-02 23:00:00,31,64,41,1.083,31,9
032001,2014-05-03 00:00:00,37,72,45,1.032,18,12
032001,2014-05-03 01:00:00,36,75,46,1.043,12,12
032001,2014-05-03 02:00:00,44,87,44,1.009,5,14
032001,2014-05-03 03:00:00,45,78,41,1.048,6,12
032001,2014-05-03 04:00:00,50,95,27,0.996,4,20
032001,2014-05-03 05:00:00,52,78,16,0.832,41,284
032001,2014-05-03 06:00:00,63,73,12,0.862,34,46
032001,2014-05-03 07:00:00,55,81,22,5.058,27,25
032001,2014-05-03 08:00:00,47,81,22,1.031,46,23
032001,2014-05-03 09:00:00,47,84,16,0.913,87,23
032001,2014-05-03 10:00:00,42,80,14,0.81,115,17
032001,2014-05-03 11:00:00,35,71,12,0.767,138,12
032001,2014-05-03 12:00:00,31,66,9,0.722,153,11
032001,2014-05-03 13:00:00,31,66,9,0.722,153,11
032001,2014-05-03 14:00:00,28,62,6,0.669,160,10
032001,2014-05-03 15:00:00,24,66,6,0.611,152,9
032001,2014-05-03 16:00:00,24,66,6,0.611,152,9
032001,2014-05-03 17:00:00,25,70,11,0.613,133,8
032001,2014-05-03 18:00:00,35,76,10,0.729,174,12
032001,2014-05-03 19:00:00,39,85,11,0.758,170,12
032001,2014-05-03 20:00:00,47,98,18,0.844,146,12
032001,2014-05-03 21:00:00,50,107,24,0.863,121,11
032001,2014-05-03 22:00:00,54,87,25,0.909,107,10
032001,2014-05-03 23:00:00,61,84,41,1.029,77,12
032001,2014-05-04 00:00:00,59,92,32,0.872,75,13
032001,2014-05-04 01:00:00,62,87,30,0.919,70,12
032001,2014-05-04 02:00:00,61,99,36,0.823,52,16
032001,2014-05-04 03:00:00,59,82,34,0.815,62,15
032001,2014-05-04 04:00:00,53,111,19,0.797,83,14
032001,2014-05-04 05:00:00,48,87,14,0.753,81,13
032001,2014-05-04 06:00:00,53,92,29,0.796,46,14
032001,2014-05-04 07:00:00,52,106,28,0.813,37,11
032001,2014-05-04 08:00:00,53,104,27,0.849,41,11
032001,2014-05-04 09:00:00,37,83,18,0.706,97,10
032001,2014-05-04 10:00:00,43,74,21,0.715,100,16
032001,2014-05-04 11:00:00,37,67,14,0.693,119,14
032001,2014-05-04 12:00:00,35,74,10,0.715,132,11
032001,2014-05-04 13:00:00,31,68,8,0.692,126,10
032001,2014-05-04 14:00:00,29,63,8,0.635,117,9
032001,2014-05-04 15:00:00,29,57,10,0.668,108,9
032001,2014-05-04 16:00:00,31,61,10,0.679,96,9
032001,2014-05-04 17:00:00,36,66,12,0.698,84,7
032001,2014-05-04 18:00:00,44,61,25,0.792,69,9
032001,2014-05-04 19:00:00,51,80,48,1.022,44,14
032001,2014-05-04 20:00:00,51,97,41,1.036,30,11
032001,2014-05-04 21:00:00,33,66,24,0.848,47,9
032001,2014-05-04 22:00:00,15,39,13,0.786,74,8
032001,2014-05-04 23:00:00,5,,12,0.821,77,7
032001,2014-05-05 00:00:00,5,,11,0.822,83,6
032001,2014-05-05 01:00:00,6,,14,0.833,77,6
032001,2014-05-05 02:00:00,6,8,8,0.807,85,7
032001,2014-05-05 03:00:00,6,,11,0.809,81,6
032001,2014-05-05 04:00:00,8,11,10,0.777,4,7
032001,2014-05-05 05:00:00,9,15,7,0.682,69,5
032001,2014-05-05 06:00:00,9,14,6,0.678,60,7
032001,2014-05-05 07:00:00,11,21,17,5.341,54,7
032001,2014-05-05 08:00:00,12,32,22,0.918,54,7
032001,2014-05-05 09:00:00,12,25,25,0.915,53,7
032001,2014-05-05 10:00:00,13,24,47,0.875,46,7
032001,2014-05-05 11:00:00,15,35,20,0.834,55,7
032001,2014-05-05 12:00:00,18,29,34,0.908,46,7
032001,2014-05-05 13:00:00,18,29,25,0.958,60,6
032001,2014-05-05 14:00:00,18,29,25,0.958,60,6
032001,2014-05-05 15:00:00,12,15,17,0.918,61,6
032001,2014-05-05 16:00:00,12,17,28,0.896,45,6
032001,2014-05-05 17:00:00,10,21,29,0.888,42,6
032001,2014-05-05 18:00:00,10,21,32,0.963,42,7
032001,2014-05-05 19:00:00,15,18,46,1.103,26,7
032001,2014-05-05 20:00:00,13,22,36,0.894,32,6
032001,2014-05-05 21:00:00,11,16,27,0.813,40,6
032001,2014-05-05 22:00:00,12,12,25,0.815,36,6
032001,2014-05-05 23:00:00,13,,31,0.847,28,6
032001,2014-05-06 00:00:00,16,17,25,0.812,41,6
032001,2014-05-06 01:00:00,28,,11,0.727,73,7
032001,2014-05-06 02:00:00,33,39,12,0.71,86,10
032001,2014-05-06 03:00:00,37,49,14,0.74,79,18
032001,2014-05-06 04:00:00,35,44,10,0.716,78,11
032001,2014-05-06 05:00:00,32,40,7,0.709,80,12
032001,2014-05-06 06:00:00,27,36,5,0.688,86,8
032001,2014-05-06 07:00:00,29,41,9,0.706,79,13
032001,2014-05-06 08:00:00,35,48,19,0.851,58,14
032001,2014-05-06 09:00:00,30,75,12,0.803,65,14
032001,2014-05-06 10:00:00,28,54,17,0.759,61,12
032001,2014-05-06 11:00:00,28,43,14,0.765,72,12
032001,2014-05-06 12:00:00,26,45,14,0.762,80,10
032001,2014-05-06 13:00:00,25,52,21,0.828,72,12
032001,2014-05-06 14:00:00,26,44,14,0.783,81,12
032001,2014-05-06 15:00:00,28,49,16,0.781,87,14
032001,2014-05-06 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
032001,2014-05-06 17:00:00,28,63,27,0.781,76,15
032001,2014-05-06 18:00:00,31,53,33,0.822,65,22
032001,2014-05-06 19:00:00,29,66,22,0.926,55,12
032001,2014-05-06 20:00:00,31,63,25,0.92,43,10
032001,2014-05-06 21:00:00,33,57,22,0.974,36,9
032001,2014-05-06 22:00:00,34,58,28,0.994,19,9
032001,2014-05-06 23:00:00,31,62,25,1.066,17,8
032001,2014-05-07 00:00:00,35,60,20,0.876,23,8
032001,2014-05-07 01:00:00,53,67,15,0.962,36,7
032001,2014-05-07 02:00:00,45,76,14,0.962,36,7
032001,2014-05-07 03:00:00,43,65,16,1.001,32,7
032001,2014-05-07 04:00:00,49,62,25,1.037,6,13
032001,2014-05-07 05:00:00,50,61,14,0.904,31,258
032001,2014-05-07 06:00:00,48,60,10,0.907,31,8
032001,2014-05-07 07:00:00,47,70,17,5.208,36,9
032001,2014-05-07 08:00:00,43,60,22,1.088,32,8
032001,2014-05-07 09:00:00,38,38,23,1.184,32,8
032001,2014-05-07 10:00:00,41,,31,1.137,24,8
032001,2014-05-07 11:00:00,31,41,17,0.922,39,8
032001,2014-05-07 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
032001,2014-05-07 13:00:00,24,24,18,0.911,50,7
032001,2014-05-07 14:00:00,48,,20,0.942,59,8
032001,2014-05-07 15:00:00,52,58,36,1.032,50,7
032001,2014-05-07 16:00:00,44,55,30,0.958,53,7
032001,2014-05-07 17:00:00,30,37,36,0.901,51,7
032001,2014-05-07 18:00:00,37,41,32,0.904,39,11
032001,2014-05-07 19:00:00,32,34,30,0.931,35,17
032001,2014-05-07 20:00:00,25,32,15,0.814,46,14
032001,2014-05-07 21:00:00,20,23,19,0.887,31,9
032001,2014-05-07 22:00:00,24,37,23,0.897,27,9
032001,2014-05-07 23:00:00,24,31,23,0.921,19,9
032001,2014-05-08 00:00:00,30,38,17,0.822,30,8
032001,2014-05-08 01:00:00,26,43,19,0.835,25,8
032001,2014-05-08 02:00:00,37,40,12,0.787,28,8
032001,2014-05-08 03:00:00,38,46,10,0.757,28,11
032001,2014-05-08 04:00:00,33,44,11,0.755,30,13
032001,2014-05-08 05:00:00,25,33,8,0.723,34,11
032001,2014-05-08 06:00:00,27,46,16,0.759,24,20
032001,2014-05-08 07:00:00,31,50,20,0.806,20,22
032001,2014-05-08 08:00:00,33,63,21,0.873,18,17
032001,2014-05-08 09:00:00,29,50,15,0.87,28,17
032001,2014-05-08 10:00:00,36,56,16,0.865,35,14
032001,2014-05-08 11:00:00,25,63,16,0.768,58,13
032001,2014-05-08 12:00:00,19,41,15,0.766,70,12
032001,2014-05-08 13:00:00,16,38,10,0.712,86,12
032001,2014-05-08 14:00:00,16,36,10,0.762,95,11
032001,2014-05-08 15:00:00,13,38,11,0.753,87,8
032001,2014-05-08 16:00:00,12,37,12,0.758,84,8
032001,2014-05-08 17:00:00,7,39,10,0.61,66,8
032001,2014-05-08 18:00:00,8,31,9,0.641,54,7
032001,2014-05-08 19:00:00,8,22,9,0.624,46,7
032001,2014-05-08 20:00:00,8,19,18,0.654,50,12
032001,2014-05-08 21:00:00,5,11,9,0.634,52,9
032001,2014-05-08 22:00:00,5,13,13,0.643,47,8
032001,2014-05-08 23:00:00,8,15,14,0.642,45,8
032001,2014-05-09 00:00:00,9,19,15,0.619,46,9
032001,2014-05-09 01:00:00,7,21,18,0.641,37,8
032001,2014-05-09 02:00:00,10,18,14,0.671,47,11
032001,2014-05-09 03:00:00,10,11,15,0.692,47,9
032001,2014-05-09 04:00:00,15,19,15,0.718,6,8
032001,2014-05-09 05:00:00,12,23,12,0.632,34,272
032001,2014-05-09 06:00:00,9,17,13,0.594,34,7
032001,2014-05-09 07:00:00,13,13,12,0.649,19,7
032001,2014-05-09 08:00:00,9,32,11,0.699,43,9
032001,2014-05-09 09:00:00,8,14,12,4.772,64,9
032001,2014-05-09 10:00:00,9,9,11,2.543,72,10
032001,2014-05-09 11:00:00,10,17,12,0.613,74,9
032001,2014-05-09 12:00:00,8,17,10,0.609,76,8
032001,2014-05-09 13:00:00,8,17,10,0.609,76,8
032001,2014-05-09 14:00:00,9,45,8,0.624,77,7
032001,2014-05-09 15:00:00,9,45,8,0.624,77,7
032001,2014-05-09 16:00:00,12,15,20,0.772,67,8
032001,2014-05-09 17:00:00,17,64,39,0.826,49,11
032001,2014-05-09 18:00:00,13,50,29,0.765,53,9
032001,2014-05-09 19:00:00,18,28,23,0.81,59,7
032001,2014-05-09 20:00:00,26,27,24,0.918,53,7
032001,2014-05-09 21:00:00,24,51,31,0.984,28,7
032001,2014-05-09 22:00:00,18,40,27,0.959,28,7
032001,2014-05-09 23:00:00,19,38,36,1.012,11,7
032001,2014-05-10 00:00:00,23,46,40,0.995,6,8
032001,2014-05-10 01:00:00,23,45,37,0.925,14,10
032001,2014-05-10 02:00:00,26,42,34,0.943,10,9
032001,2014-05-10 03:00:00,31,46,31,0.928,8,8
032001,2014-05-10 04:00:00,29,53,30,0.879,7,8
032001,2014-05-10 05:00:00,25,44,27,0.854,8,8
032001,2014-05-10 06:00:00,27,47,23,0.823,14,9
032001,2014-05-10 07:00:00,32,65,22,0.824,14,9
032001,2014-05-10 08:00:00,32,99,26,0.886,16,10
032001,2014-05-10 09:00:00,32,69,22,0.938,32,13
032001,2014-05-10 10:00:00,25,44,18,0.908,68,14
032001,2014-05-10 11:00:00,20,36,12,0.798,96,11
032001,2014-05-10 12:00:00,19,48,11,0.697,86,9
032001,2014-05-10 13:00:00,13,14,5,0.531,82,7
032001,2014-05-10 14:00:00,15,24,5,0.535,73,7
032001,2014-05-10 15:00:00,14,30,7,0.569,67,7
032001,2014-05-10 16:00:00,14,26,6,0.575,73,6
032001,2014-05-10 17:00:00,14,29,5,0.576,89,7
032001,2014-05-10 18:00:00,18,34,8,0.632,86,7
032001,2014-05-10 19:00:00,25,41,15,0.691,73,7
032001,2014-05-10 20:00:00,22,49,19,0.73,51,7
032001,2014-05-10 21:00:00,17,40,19,0.742,47,7
032001,2014-05-10 22:00:00,18,48,26,0.725,33,7
032001,2014-05-10 23:00:00,26,63,27,0.836,28,10
032001,2014-05-11 00:00:00,28,45,20,0.761,37,8
032001,2014-05-11 01:00:00,28,68,28,0.81,17,7
032001,2014-05-11 02:00:00,26,54,28,0.784,25,9
032001,2014-05-11 03:00:00,28,74,31,0.825,6,8
032001,2014-05-11 04:00:00,28,113,28,0.826,7,7
032001,2014-05-11 05:00:00,29,94,26,0.742,6,280
032001,2014-05-11 06:00:00,35,85,13,0.728,9,11
032001,2014-05-11 07:00:00,43,88,24,5.134,8,11
032001,2014-05-11 08:00:00,45,107,32,1.195,7,14
032001,2014-05-11 09:00:00,42,107,41,1.368,15,18
032001,2014-05-11 10:00:00,43,100,46,1.638,47,18
032001,2014-05-11 11:00:00,31,73,27,1.029,66,13
032001,2014-05-11 12:00:00,19,64,10,0.693,65,10
032001,2014-05-11 13:00:00,14,53,2,0.51,65,8
032001,2014-05-11 14:00:00,15,35,4,0.522,62,7
032001,2014-05-11 15:00:00,15,35,4,0.522,62,7
032001,2014-05-11 16:00:00,9,10,6,0.582,54,7
032001,2014-05-11 17:00:00,8,10,8,0.575,52,7
032001,2014-05-11 18:00:00,9,27,24,0.709,36,7
032001,2014-05-11 19:00:00,14,48,37,1.279,32,7
032001,2014-05-11 20:00:00,22,42,40,1.416,19,8
032001,2014-05-11 21:00:00,19,52,33,1.167,14,9
032001,2014-05-11 22:00:00,19,46,39,1.426,5,9
032001,2014-05-11 23:00:00,16,37,27,1.067,11,8
032001,2014-05-12 00:00:00,19,41,27,1.065,3,8
032001,2014-05-12 01:00:00,17,42,26,0.923,2,9
032001,2014-05-12 02:00:00,20,49,23,0.836,2,12
032001,2014-05-12 03:00:00,26,39,23,0.872,3,11
032001,2014-05-12 04:00:00,24,43,22,0.892,3,9
032001,2014-05-12 05:00:00,20,54,20,0.778,4,9
032001,2014-05-12 06:00:00,22,35,22,0.807,4,8
032001,2014-05-12 07:00:00,24,43,24,0.745,14,11
032001,2014-05-12 08:00:00,26,44,28,0.866,6,11
032001,2014-05-12 09:00:00,32,63,29,0.995,14,12
032001,2014-05-12 10:00:00,46,66,37,1.061,19,18
032001,2014-05-12 11:00:00,35,51,25,0.839,42,21
032001,2014-05-12 12:00:00,26,35,29,0.961,47,12
032001,2014-05-12 13:00:00,26,35,29,0.961,47,12
032001,2014-05-12 14:00:00,25,37,30,1.227,63,9
032001,2014-05-12 15:00:00,23,38,29,1.136,59,9
032001,2014-05-12 16:00:00,19,30,30,1.044,45,8
032001,2014-05-12 17:00:00,18,42,32,1.303,47,9
032001,2014-05-12 18:00:00,19,47,37,1.353,34,10
032001,2014-05-12 19:00:00,19,44,41,1.504,20,10
032001,2014-05-12 20:00:00,21,56,38,1.096,15,10
032001,2014-05-12 21:00:00,23,50,33,1.027,14,16
032001,2014-05-12 22:00:00,19,60,30,0.94,12,17
032001,2014-05-12 23:00:00,22,101,32,1.027,7,14
032001,2014-05-13 00:00:00,23,37,29,1.217,3,12
032001,2014-05-13 01:00:00,20,41,27,1.126,3,11
032001,2014-05-13 02:00:00,25,48,20,1.205,3,10
032001,2014-05-13 03:00:00,26,53,21,1.111,3,9
032001,2014-05-13 04:00:00,33,55,26,0.891,6,11
032001,2014-05-13 05:00:00,35,65,23,0.767,7,282
032001,2014-05-13 06:00:00,33,51,13,0.746,6,15
032001,2014-05-13 07:00:00,36,63,22,5.18,9,19
032001,2014-05-13 08:00:00,46,85,22,0.936,17,25
032001,2014-05-13 09:00:00,48,101,19,0.964,29,21
032001,2014-05-13 10:00:00,49,71,15,0.903,45,16
032001,2014-05-13 11:00:00,44,73,13,0.929,59,12
032001,2014-05-13 12:00:00,41,69,18,0.986,81,10
032001,2014-05-13 13:00:00,28,65,10,0.801,103,10
032001,2014-05-13 14:00:00,19,49,5,0.651,83,9
032001,2014-05-13 15:00:00,23,44,9,0.731,65,8
032001,2014-05-13 16:00:00,23,44,9,0.731,65,8
032001,2014-05-13 17:00:00,19,49,9,0.74,72,8
032001,2014-05-13 18:00:00,17,48,8,0.69,63,8
032001,2014-05-13 19:00:00,20,57,15,0.815,45,7
032001,2014-05-13 20:00:00,23,62,23,0.849,27,7
032001,2014-05-13 21:00:00,19,71,15,0.871,18,9
032001,2014-05-13 22:00:00,15,33,13,0.681,20,8
032001,2014-05-13 23:00:00,15,26,8,0.653,23,8
032001,2014-05-14 00:00:00,17,28,19,0.738,10,7
032001,2014-05-14 01:00:00,18,37,19,0.784,8,7
032001,2014-05-14 02:00:00,20,48,21,0.8,4,8
032001,2014-05-14 03:00:00,15,38,14,0.653,14,7
032001,2014-05-14 04:00:00,28,50,24,0.787,,9
032001,2014-05-14 05:00:00,20,52,18,2.507,4,10
032001,2014-05-14 06:00:00,23,47,19,0.706,6,10
032001,2014-05-14 07:00:00,23,55,15,0.72,7,9
032001,2014-05-14 08:00:00,23,68,18,0.817,11,9
032001,2014-05-14 09:00:00,15,50,7,0.604,32,9
032001,2014-05-14 10:00:00,13,20,3,0.535,53,8
032001,2014-05-14 11:00:00,14,28,3,0.552,61,7
032001,2014-05-14 12:00:00,15,24,3,0.557,63,7
032001,2014-05-14 13:00:00,14,26,2,0.513,63,7
032001,2014-05-14 14:00:00,15,28,3,0.506,65,7
032001,2014-05-14 15:00:00,15,25,2,0.531,74,7
032001,2014-05-14 16:00:00,12,70,4,0.564,75,7
032001,2014-05-14 17:00:00,12,20,5,0.581,71,7
032001,2014-05-14 18:00:00,13,47,14,0.731,57,7
032001,2014-05-14 19:00:00,15,48,32,0.904,39,8
032001,2014-05-14 20:00:00,17,83,20,0.896,19,7
032001,2014-05-14 21:00:00,19,66,29,1.008,8,8
032001,2014-05-14 22:00:00,12,45,9,0.606,32,7
032001,2014-05-14 23:00:00,12,29,8,0.59,36,7
032001,2014-05-15 00:00:00,15,33,19,0.666,21,7
032001,2014-05-15 01:00:00,13,50,9,0.578,32,7
032001,2014-05-15 02:00:00,12,30,8,0.573,35,7
032001,2014-05-15 03:00:00,13,28,5,0.567,41,7
032001,2014-05-15 04:00:00,18,35,14,0.6,8,7
032001,2014-05-15 05:00:00,14,49,11,0.528,24,286
032001,2014-05-15 06:00:00,17,41,11,0.561,20,9
032001,2014-05-15 07:00:00,20,54,22,5.165,11,9
032001,2014-05-15 08:00:00,17,65,23,0.94,12,8
032001,2014-05-15 09:00:00,10,44,18,0.859,37,8
032001,2014-05-15 10:00:00,11,13,25,0.888,45,8
032001,2014-05-15 11:00:00,12,19,22,0.784,56,9
032001,2014-05-15 12:00:00,14,48,22,0.887,65,9
032001,2014-05-15 13:00:00,16,48,22,0.921,71,9
032001,2014-05-15 14:00:00,13,,16,1,93,9
032001,2014-05-15 15:00:00,13,16,14,0.968,109,8
032001,2014-05-15 16:00:00,13,16,14,0.968,109,8
032001,2014-05-15 17:00:00,15,26,7,0.838,117,8
032001,2014-05-15 18:00:00,16,27,5,0.793,109,8
032001,2014-05-15 19:00:00,21,34,15,0.913,80,8
032001,2014-05-15 20:00:00,23,43,25,1.005,52,8
032001,2014-05-15 21:00:00,19,55,23,1.046,38,9
032001,2014-05-15 22:00:00,15,48,23,0.985,30,9
032001,2014-05-15 23:00:00,14,42,27,1.112,20,9
032001,2014-05-16 00:00:00,20,64,33,1.151,7,16
032001,2014-05-16 01:00:00,19,52,29,1.14,13,14
032001,2014-05-16 02:00:00,22,45,25,1.039,13,11
032001,2014-05-16 03:00:00,28,50,19,1.037,23,9
032001,2014-05-16 04:00:00,33,52,15,1.075,24,10
032001,2014-05-16 05:00:00,28,48,19,1.071,15,10
032001,2014-05-16 06:00:00,26,58,23,1.06,11,9
032001,2014-05-16 07:00:00,27,43,22,1.12,12,9
032001,2014-05-16 08:00:00,29,54,22,1.181,12,9
032001,2014-05-16 09:00:00,35,56,23,1.276,20,11
032001,2014-05-16 10:00:00,35,56,23,1.276,20,11
032001,2014-05-16 11:00:00,38,55,15,1.102,58,9
032001,2014-05-16 12:00:00,43,142,20,1.084,87,9
032001,2014-05-16 13:00:00,21,60,7,0.782,82,11
032001,2014-05-16 14:00:00,19,68,7,0.748,69,8
032001,2014-05-16 15:00:00,18,42,5,0.734,73,7
032001,2014-05-16 16:00:00,21,32,21,0.819,53,7
032001,2014-05-16 17:00:00,23,42,20,0.875,53,8
032001,2014-05-16 18:00:00,28,36,35,1.1,36,8
032001,2014-05-16 19:00:00,27,63,43,1.215,22,8
032001,2014-05-16 20:00:00,21,,28,1.064,33,8
032001,2014-05-16 21:00:00,27,66,34,1.145,19,9
032001,2014-05-16 22:00:00,26,114,33,1.112,11,8
032001,2014-05-16 23:00:00,29,43,29,1.068,11,8
032001,2014-05-17 00:00:00,24,42,19,0.945,15,8
032001,2014-05-17 01:00:00,23,57,24,0.926,11,8
032001,2014-05-17 02:00:00,29,52,23,0.92,13,7
032001,2014-05-17 03:00:00,31,114,15,0.899,18,7
032001,2014-05-17 04:00:00,30,116,19,0.946,5,7
032001,2014-05-17 05:00:00,44,185,14,0.833,11,282
032001,2014-05-17 06:00:00,42,,12,0.835,18,7
032001,2014-05-17 07:00:00,40,221,12,5.253,16,7
032001,2014-05-17 08:00:00,42,107,19,1.106,17,8
032001,2014-05-17 09:00:00,50,92,28,1.322,22,10
032001,2014-05-17 10:00:00,58,84,31,1.286,36,11
032001,2014-05-17 11:00:00,45,77,16,1.076,54,9
032001,2014-05-17 12:00:00,41,66,17,1.113,57,8
032001,2014-05-17 13:00:00,39,89,22,1.145,65,8
032001,2014-05-17 14:00:00,34,88,15,1.1,78,8
032001,2014-05-17 15:00:00,29,53,13,1.019,84,7
032001,2014-05-17 16:00:00,29,53,13,1.019,84,7
032001,2014-05-17 17:00:00,28,63,15,0.9,70,8
032001,2014-05-17 18:00:00,15,88,6,0.767,58,8
032001,2014-05-17 19:00:00,13,13,11,0.792,47,7
032001,2014-05-17 20:00:00,13,19,18,0.868,35,7
032001,2014-05-17 21:00:00,15,18,19,0.938,31,7
032001,2014-05-17 22:00:00,21,86,35,1.193,10,7
032001,2014-05-17 23:00:00,23,41,34,1.253,6,7
032001,2014-05-18 00:00:00,22,63,29,1.115,5,7
032001,2014-05-18 01:00:00,24,34,31,1.087,6,8
032001,2014-05-18 02:00:00,31,41,29,1.079,7,8
032001,2014-05-18 03:00:00,34,49,30,1.051,6,7
032001,2014-05-18 04:00:00,27,53,22,1.003,8,7
032001,2014-05-18 05:00:00,18,34,10,0.847,18,7
032001,2014-05-18 06:00:00,19,22,11,0.803,19,7
032001,2014-05-18 07:00:00,21,33,14,0.834,14,7
032001,2014-05-18 08:00:00,18,42,15,0.879,12,7
032001,2014-05-18 09:00:00,14,41,10,0.826,21,7
032001,2014-05-18 10:00:00,10,35,7,0.751,41,8
032001,2014-05-18 11:00:00,10,21,5,0.708,54,7
032001,2014-05-18 12:00:00,10,21,5,0.708,54,7
032001,2014-05-18 13:00:00,7,20,2,0.642,51,7
032001,2014-05-18 14:00:00,6,11,2,0.626,63,7
032001,2014-05-18 15:00:00,7,13,4,0.653,82,7
032001,2014-05-18 16:00:00,8,13,3,0.648,89,7
032001,2014-05-18 17:00:00,9,34,4,0.632,77,7
032001,2014-05-18 18:00:00,11,39,7,0.672,61,7
032001,2014-05-18 19:00:00,13,27,10,0.726,48,7
032001,2014-05-18 20:00:00,9,33,7,0.686,49,7
032001,2014-05-18 21:00:00,8,12,11,0.691,42,7
032001,2014-05-18 22:00:00,7,21,16,0.72,36,9
032001,2014-05-18 23:00:00,9,19,20,0.754,27,9
032001,2014-05-19 00:00:00,17,24,12,0.733,33,9
032001,2014-05-19 01:00:00,18,32,8,0.714,30,11
032001,2014-05-19 02:00:00,12,37,15,0.739,24,11
032001,2014-05-19 03:00:00,14,64,17,0.728,23,10
032001,2014-05-19 04:00:00,23,59,15,0.747,3,8
032001,2014-05-19 05:00:00,19,42,9,0.644,22,283
032001,2014-05-19 06:00:00,15,39,12,0.626,20,8
032001,2014-05-19 07:00:00,20,36,14,5.243,16,7
032001,2014-05-19 08:00:00,19,48,14,0.821,19,7
032001,2014-05-19 09:00:00,18,39,10,0.77,33,9
032001,2014-05-19 10:00:00,15,50,10,0.744,36,8
032001,2014-05-19 11:00:00,16,44,8,0.721,42,9
032001,2014-05-19 12:00:00,16,44,8,0.721,42,9
032001,2014-05-19 13:00:00,9,38,2,0.624,60,7
032001,2014-05-19 14:00:00,9,73,3,0.602,62,7
032001,2014-05-19 15:00:00,8,57,4,0.608,70,6
032001,2014-05-19 16:00:00,8,,4,0.614,67,6
032001,2014-05-19 17:00:00,7,17,4,0.605,64,6
032001,2014-05-19 18:00:00,7,22,4,0.601,67,6
032001,2014-05-19 19:00:00,9,27,13,0.68,47,7
032001,2014-05-19 20:00:00,11,34,22,0.806,28,7
032001,2014-05-19 21:00:00,11,34,22,0.806,28,7
032001,2014-05-19 22:00:00,8,42,20,0.74,16,7
032001,2014-05-19 23:00:00,6,33,15,0.696,15,7
032001,2014-05-20 00:00:00,8,46,19,0.731,7,7
032001,2014-05-20 01:00:00,12,38,24,0.888,6,8
032001,2014-05-20 02:00:00,16,45,23,0.898,7,9
032001,2014-05-20 03:00:00,15,57,19,0.868,3,8
032001,2014-05-20 04:00:00,13,74,16,0.783,7,7
032001,2014-05-20 05:00:00,8,27,10,0.698,17,7
032001,2014-05-20 06:00:00,8,17,8,0.686,22,7
032001,2014-05-20 07:00:00,9,27,9,0.695,24,7
